Риск-балл;Уровень риска;Риск-флаги;VIN;Автосалон;Марка;Модель;Год выпуска;Пробег;Состояние;Ценовой сегмент;Цена продажи факт;МЦП;Отклонение от МЦП, ₽;% цены к МЦП;% цены к рынку;Срок публикации;Срок хранения;Количество звонков;Статус звонков;GM2, ₽;GM2, %;Оценщик;Менеджер по продажам;Контракт;% затрат к рынку оценка;Оценок по VIN;flag_multiple_evaluations
7;Высокий;"ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";X7LHSRDJD50845766;Avangard Приморский;Renault;Duster;2014;154766;D;<1 млн ₽;600000.0;;;;59.0;1.0;5.0;3.0;звонки были;133491.0;22.2;Вырышев Максим;Вырышев Максим;Trade-In на новый;52.0;1;False
7;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже рынка ≤7 дней";WDD2130871A606780;Avangard Приморский;Mercedes-Benz;E-Класс;2019;110734;B;3–5 млн ₽;3391000.0;;;;92.0;0.0;4.0;;нет данных;409533.0;12.1;Бойцов Иван;Бойцов Иван;Trade-In на новый;79.0;1;False
7;Высокий;"ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";X7LHSRDJN47573561;Avangard Приморский;Renault;Duster;2012;131818;C;<1 млн ₽;739000.0;;;;76.0;4.0;9.0;11.0;звонки были;216212.0;29.3;Вырышев Максим;Вырышев Максим;Trade-In на новый;57.99999999999999;1;False
7;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже рынка ≤7 дней";XTAGFK440MY536281;Авангард Выкуп;Lada (ВАЗ);Vesta;2021;145260;Не указано;1–2 млн ₽;1065000.0;;;;96.0;0.0;160.0;;нет данных;160912.0;15.1;;;;;0;False
7;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже рынка ≤7 дней";Z8TND5FS9DM044943;Avangard Приморский;Citroen;C4;2013;175190;B;<1 млн ₽;576000.0;;;;97.0;0.0;62.0;;нет данных;133425.0;23.2;Жиганов Василий;Жиганов Василий;Trade-In;65.0;1;False
7;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже рынка ≤7 дней";Z94G2811DJR058746;Avangard Приморский;Hyundai;Creta;2017;158886;B;1–2 млн ₽;1520000.0;;;;98.0;0.0;5.0;;нет данных;239673.0;15.8;Тронягин Кирилл;Тронягин Кирилл;Trade-In на новый;74.0;1;False
7;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже рынка ≤7 дней";Y4K8622Z7MB904336;Avangard Приморский;Geely;Coolray;2021;81121;C;1–2 млн ₽;1490000.0;;;;91.0;0.0;9.0;;нет данных;179588.0;12.1;Вырышев Максим;Вырышев Максим;Trade-In на новый;76.0;1;False
7;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже рынка ≤7 дней";X7MCF41GP9A225336;Avangard Приморский;Hyundai;Accent;2009;193576;D;<1 млн ₽;375000.0;;;;90.0;0.0;12.0;;нет данных;138726.0;37.0;Вырышев Максим;Вырышев Максим;Trade-In на новый;65.0;1;False
7;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже рынка ≤7 дней";WBAUR31030VL40900;Avangard Приморский;BMW;1 серии;2010;251300;B;1–2 млн ₽;1300000.0;;;;98.0;0.0;0.0;;нет данных;35167.0;2.7;Параничев Андрей;Параничев Андрей;Комиссия;0.0;1;False
7;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже рынка ≤7 дней";XUFTA69EJEN031461;Avangard Приморский;Chevrolet;Aveo;2014;122030;B;<1 млн ₽;715000.0;;;;96.0;0.0;14.0;;нет данных;132372.0;18.5;Жиганов Василий;Жиганов Василий;Trade-In;78.0;1;False
7;Высокий;"ниже рынка; ниже 90% рынка; ниже 80% рынка; GM2<0";SJNFBAF15U6395207;Avangard Приморский;Nissan;Juke;2013;138763;C;<1 млн ₽;768000.0;;;;75.0;78.0;84.0;9.0;звонки были;-42832.0;-5.6;Симаньков Артем;Кауров Андрей;Trade-In на БУ;81.0;1;False
7;Высокий;"ниже рынка; ниже 90% рынка; ниже 80% рынка; GM2<0";SALCA2BN0HH672953;Avangard Приморский;Land Rover;Discovery Sport;2017;172138;C;1–2 млн ₽;1697000.0;;;;69.0;122.0;147.0;14.0;звонки были;-42412.0;-2.5;;;;;0;False
6;Высокий;"ниже рынка; ниже 90% рынка; ниже МЦП; несколько оценок";RUMGJ523804019001;Авангард Выкуп;Mazda;6;2021;100250;A;2–3 млн ₽;2490000.0;2567010.309278351;-77010.30927835079;97.0;89.0;17.0;0.0;3.0;звонки были;;;Коротков Павел;Коротков Павел;Выкуп;80.0;2;True
6;Высокий;"без публикации; нет данных по звонкам; ниже МЦП";YV1PZK5VCM1136711;Авангард Выкуп;Volvo;V90 Cross Country;2024;144928;A;3–5 млн ₽;3690000.0;3765306.12244898;-75306.12244897988;98.0;;0.0;7.0;;нет данных;112479.0;3.0;;;;;0;False
6;Высокий;"ниже рынка; ниже 90% рынка; ниже МЦП";Z6F5XXEEC5JB58933;Avangard Приморский;Ford;Focus;2018;169456;B;<1 млн ₽;878000.0;905154.6391752578;-27154.639175257762;97.0;83.0;77.0;86.0;4.0;звонки были;60865.0;6.9;;;;;0;False
6;Высокий;"ниже рынка; ниже 90% рынка; ниже МЦП";Y4K8742Z4MB700571;Avangard Приморский;Geely;GS;2021;44955;B;1–2 млн ₽;1315000.0;1341836.7346938776;-26836.73469387763;98.0;81.0;36.0;38.0;4.0;звонки были;163141.0;12.4;Параничев Андрей;Симаньков Артем;Trade-In на новый;68.0;1;False
6;Высокий;"ниже рынка; ниже 90% рынка; ниже МЦП";XWEHM512AE0005014;Avangard Приморский;Kia;Ceed;2014;134093;B;<1 млн ₽;826000.0;834343.4343434344;-8343.434343434405;99.0;83.0;94.0;100.0;4.0;звонки были;66463.0;8.0;;;;;0;False
6;Высокий;"ниже рынка; ниже 90% рынка; ниже МЦП";XTA219040S1097597;Авангард Выкуп;Lada (ВАЗ);Granta;2024;7800;A;<1 млн ₽;699000.0;706060.6060606061;-7060.606060606078;99.0;87.0;61.0;151.0;10.0;звонки были;;;Богачев Андрей;Богачев Андрей;Выкуп;81.0;1;False
6;Высокий;"0 звонков; ниже рынка; ниже рынка ≤7 дней";XW8JC6NUXLH201859;Avangard Приморский;Skoda;Karoq;2020;102545;B;2–3 млн ₽;2129000.0;;;;94.0;6.0;7.0;0.0;0 звонков;234871.0;11.0;Вырышев Максим;Вырышев Максим;Trade-In на новый;79.0;1;False
