VIN;Автосалон;Марка;Модель;Год выпуска;Пробег;Состояние исходное;Состояние;В основной выборке;Ценовой сегмент;Срок хранения;Срок публикации;Цена продажи факт;% цены к рынку;МЦП;% цены к МЦП;% цены к МЦП исходный;Отклонение от МЦП, ₽;Отклонение от МЦП, % п.п.;Суммарные затраты;% затрат к рынку выбытие;GM1, ₽;GM1, %;GM2, ₽;GM2, %;Категория GM2;Средний пробег рынка;Количество звонков за последнее время;Количество звонков;Статус звонков;Скоринг исходный;Средняя скорость продажи;Оценщик;Менеджер по продажам;Контракт;% затрат к рынку оценка;Собственнику;Подготовка оценка;Цена продажи из оценки (не МЦП);Оценок по VIN;Оценщики все;Менеджеры все;Дублей в выбытиях;Дублей в МЦП;Есть МЦП;Есть оценка;flag_no_publication;flag_zero_calls;flag_calls_no_data;flag_below_market;flag_below_market_90;flag_below_market_80;flag_quick_below_market;flag_below_ocp;flag_below_ocp_95;flag_below_ocp_90;flag_negative_gm2;flag_multiple_evaluations;Риск-балл;Уровень риска;Риск-флаги
WMWSR31050T293680;Avangard Приморский;Mini;Hatch;2012;115025;Среднее (C);C;True;<1 млн ₽;46.0;42.0;920000.0;105.0;;;;;;722100.0;82.0;197900.0;22.0;95941.0;10.4;Высокая прибыль;152879;4.0;19.0;звонки были;2+;20;Жиганов Василий;Жиганов Василий;Trade-In;62.0;675700.0;20000.0;773000.0;1;Жиганов Василий;Жиганов Василий;1;1;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0;Низкий;
SJNFBAF15U6510983;Avangard Приморский;Nissan;Juke;2014;217736;Среднее (C);C;True;<1 млн ₽;60.0;54.0;745000.0;78.0;;;;;;637204.0;66.0;107796.0;14.0;29598.0;4.0;Низкая прибыль;137979;1.0;4.0;звонки были;4-;32;Параничев Андрей;Битюцких Дмитрий;Trade-In на новый;80.0;614500.0;20000.0;705000.0;1;Параничев Андрей;Битюцких Дмитрий;1;1;False;True;False;False;False;True;True;True;False;False;False;False;False;False;5;Средний;"ниже рынка; ниже 90% рынка; ниже 80% рынка"
Z94CU41CADR219139;Avangard Приморский;Hyundai;Solaris;2013;150359;Плохое (D);D;True;<1 млн ₽;15.0;0.0;400000.0;61.0;;;;;;378470.0;58.0;21530.0;5.0;10620.0;2.7;Низкая прибыль;247813;;;нет данных;3;38;Жиганов Василий;Жиганов Василий;Trade-In;69.0;450000.0;20000.0;522222.0;1;Жиганов Василий;Жиганов Василий;1;1;False;True;True;False;True;True;True;True;True;False;False;False;False;False;10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней"
Z6F5XXEEC5HR34764;Avangard Приморский;Ford;Focus;2017;126579;Плохое (D);D;True;<1 млн ₽;8.0;0.0;600000.0;61.0;638297.8723404256;94.0;94.0;-38297.872340425616;-6.0;509000.0;52.0;91000.0;15.0;60272.0;10.0;Высокая прибыль;167566;;;нет данных;3;23;Вырышев Максим;Вырышев Максим;Trade-In на новый;49.0;550000.0;20000.0;633333.0;1;Вырышев Максим;Вырышев Максим;1;1;True;True;True;False;True;True;True;True;True;True;True;False;False;False;14;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней; ниже МЦП; ниже 95% МЦП"
Z8NFBNJ11ES104194;Avangard Приморский;Nissan;Qashqai;2020;96700;Среднее (C);C;True;1–2 млн ₽;59.0;52.0;1997000.0;93.0;;;;;;1851100.0;87.0;145900.0;7.0;4650.0;0.2;Убыток;93370;2.0;8.0;звонки были;4-;25;Бойцов Иван;Бойцов Иван;Trade-In на новый;83.0;1859200.0;20000.0;2088000.0;1;Бойцов Иван;Бойцов Иван;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
XWEJ381UBL0006449;Avangard Приморский;Kia;Soul;2019;95350;Хорошее (B);B;True;1–2 млн ₽;16.0;11.0;1825000.0;99.0;;;;;;1427400.0;78.0;397600.0;22.0;255656.0;14.0;Высокая прибыль;89334;8.0;8.0;звонки были;4-;27;Жиганов Василий;Жиганов Василий;Trade-In;81.0;1483900.0;20000.0;1671000.0;1;Жиганов Василий;Жиганов Василий;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
1HGRW6870JL512238;Avangard Приморский;Honda;CR-V;2018;97871;Плохое (D);D;True;2–3 млн ₽;33.0;0.0;2100000.0;80.0;;;;;;1945812.0;74.0;154188.0;7.0;69792.0;3.3;Низкая прибыль;161766;;;нет данных;4-;16;Тронягин Кирилл;Тронягин Кирилл;Trade-In на новый;82.0;2300000.0;20000.0;2577778.0;1;Тронягин Кирилл;Тронягин Кирилл;1;1;False;True;True;False;True;True;True;False;True;False;False;False;False;False;8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней"
KMJWA37JBAU240854;Avangard Приморский;Hyundai;Grand Starex;2010;270383;Плохое (D);D;True;<1 млн ₽;8.0;0.0;790000.0;65.0;;;;;;709000.0;58.0;81000.0;10.0;52362.0;6.6;Средняя прибыль;238039;;;нет данных;3+;27;Параничев Андрей;Параничев Андрей;Trade-In на новый;70.0;800000.0;20000.0;911111.0;1;Параничев Андрей;Параничев Андрей;1;1;False;True;True;False;True;True;True;True;True;False;False;False;False;False;10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней"
XWEPH81BDG0003518;Avangard Приморский;Kia;Sorento;2016;286878;Среднее (C);C;True;1–2 млн ₽;26.0;13.0;1930000.0;100.0;;;;;;1443900.0;75.0;486100.0;25.0;310515.0;16.1;Высокая прибыль;180240;1.0;1.0;звонки были;3+;19;Вырышев Максим;Вырышев Максим;Trade-In на новый;73.0;1450000.0;20000.0;1633333.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0;Низкий;
LFPH4CPP7R1K15104;Avangard Приморский;Hongqi;HS3;2024;7229;Хорошее (B);B;True;3–5 млн ₽;46.0;38.0;3050000.0;101.0;;;;;;2594300.0;86.0;455700.0;15.0;219752.0;7.2;Высокая прибыль;18507;3.0;14.0;звонки были;;;Вырышев Максим;Вырышев Максим;Trade-In на новый;87.0;2600000.0;20000.0;2911111.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0;Низкий;
Y4K8722D4RB306505;Avangard Приморский;Geely;Atlas Pro;2024;11041;Отличное (A);A;True;2–3 млн ₽;41.0;31.0;2445000.0;98.0;;;;;;2128900.0;85.0;316100.0;13.0;146501.0;6.0;Средняя прибыль;47786;2.0;9.0;звонки были;4+;15;Бойцов Иван;Бойцов Иван;Trade-In на новый;83.0;2100000.0;20000.0;2355556.0;1;Бойцов Иван;Бойцов Иван;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
XWEJ381ADL0002755;Avangard Приморский;Hyundai;Tucson;2019;107655;Среднее (C);C;True;2–3 млн ₽;27.0;16.0;2350000.0;90.0;;;;;;2037900.0;78.0;312100.0;13.0;176337.0;7.5;Высокая прибыль;142948;1.0;1.0;звонки были;2;;Бойцов Иван;Бойцов Иван;Trade-In на новый;79.0;2015000.0;20000.0;2261111.0;1;Бойцов Иван;Бойцов Иван;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
XUFTA69EJEN031461;Avangard Приморский;Chevrolet;Aveo;2014;122030;Хорошее (B);B;True;<1 млн ₽;14.0;0.0;715000.0;96.0;;;;;;519000.0;70.0;196000.0;27.0;132372.0;18.5;Высокая прибыль;164875;;;нет данных;4;21;Жиганов Василий;Жиганов Василий;Trade-In;78.0;500000.0;20000.0;577778.0;1;Жиганов Василий;Жиганов Василий;1;1;False;True;True;False;True;True;False;False;True;False;False;False;False;False;7;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже рынка ≤7 дней"
XW8ZZZ5NZKG224449;Avangard Приморский;Volkswagen;Tiguan;2019;160378;Хорошее (B);B;True;2–3 млн ₽;59.0;50.0;2290000.0;85.0;;;;;;1901100.0;71.0;388900.0;17.0;169479.0;7.4;Высокая прибыль;127952;2.0;6.0;звонки были;4+;24;Жиганов Василий;Жиганов Василий;Trade-In;75.0;1950000.0;20000.0;2188889.0;1;Жиганов Василий;Жиганов Василий;1;1;False;True;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
Y4K8742Z4KB305609;Avangard Приморский;Geely;Atlas;2019;50386;Хорошее (B);B;True;1–2 млн ₽;16.0;10.0;1530000.0;94.0;;;;;;1221100.0;75.0;308900.0;20.0;199244.0;13.0;Высокая прибыль;105965;2.0;2.0;звонки были;1-;;Тронягин Кирилл;Тронягин Кирилл;Trade-In на новый;75.0;1200000.0;20000.0;1500000.0;1;Тронягин Кирилл;Тронягин Кирилл;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
YV1CR3056E1680315;Avangard Приморский;Volvo;XC90;2013;204500;Среднее (C);C;True;1–2 млн ₽;13.0;7.0;1958000.0;96.0;;;;;;1521100.0;75.0;436900.0;22.0;289141.0;14.8;Высокая прибыль;237231;2.0;2.0;звонки были;3;23;Бойцов Иван;Бойцов Иван;Trade-In на новый;81.0;1500000.0;20000.0;1688889.0;1;Бойцов Иван;Бойцов Иван;1;1;False;True;False;False;False;True;False;False;True;False;False;False;False;False;4;Средний;"ниже рынка; ниже рынка ≤7 дней"
SALVA2BN5JH296880;Avangard Приморский;Land Rover;Range Rover Evoque;2018;175042;Среднее (C);C;True;1–2 млн ₽;105.0;98.0;1970000.0;83.0;;;;;;1725400.0;73.0;244600.0;12.0;-19662.0;-1.0;Убыток;115174;5.0;22.0;звонки были;2;54;Вырышев Максим;Вырышев Максим;Trade-In на новый;76.0;1700000.0;20000.0;2004000.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;False;False;False;True;True;False;False;False;False;False;True;False;5;Средний;"ниже рынка; ниже 90% рынка; GM2<0"
JSAJTD54V00673001;Avangard Приморский;Suzuki;Grand Vitara;2012;132650;Среднее (C);C;True;1–2 млн ₽;40.0;33.0;1158000.0;83.0;;;;;;854776.0;61.0;303224.0;26.0;162002.0;14.0;Высокая прибыль;162440;10.0;22.0;звонки были;1+;;;;;;;;;0;;;1;1;False;False;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
SALVA2BD6FH972073;Avangard Приморский;Land Rover;Range Rover Evoque;2014;170250;Не указано;Не указано;True;1–2 млн ₽;72.0;59.0;1740000.0;80.0;;;;;;1512100.0;70.0;227900.0;13.0;47230.0;2.7;Низкая прибыль;166524;4.0;15.0;звонки были;3;24;Жиганов Василий;Жиганов Василий;Trade-In;70.0;1500000.0;20000.0;1688889.0;1;Жиганов Василий;Жиганов Василий;1;1;False;True;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
LSCBBZ2A9RG902136;Avangard Приморский;Changan;Hunter Plus;2024;22267;Хорошее (B);B;True;2–3 млн ₽;25.0;17.0;2718000.0;96.0;;;;;;2371100.0;84.0;346900.0;13.0;198826.0;7.3;Высокая прибыль;49819;7.0;7.0;звонки были;1-;;Вырышев Максим;Вырышев Максим;Trade-In на новый;85.0;2350000.0;20000.0;2633333.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
SJNFCAK12U3082091;Avangard Приморский;Nissan;Micra;2008;105143;Среднее (C);C;True;<1 млн ₽;15.0;8.0;645000.0;100.0;;;;;;393264.0;61.0;251736.0;39.0;166349.0;25.8;Высокая прибыль;204370;2.0;2.0;звонки были;4-;14;Вырышев Максим;Вырышев Максим;Trade-In на новый;65.0;400000.0;20000.0;466667.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0;Низкий;
WAUZZZFY5L2084966;Avangard Приморский;Audi;Q5;2020;76785;Среднее (C);C;True;3–5 млн ₽;47.0;39.0;3299000.0;83.0;;;;;;3001100.0;76.0;297900.0;9.0;90994.0;2.8;Низкая прибыль;99736;3.0;9.0;звонки были;4-;21;Вырышев Максим;Вырышев Максим;Trade-In на БУ;75.0;3000000.0;20000.0;3355556.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
Z94G2813BLR220982;Avangard Приморский;Hyundai;Creta;2019;106700;Среднее (C);C;True;1–2 млн ₽;36.0;29.0;1595000.0;88.0;;;;;;1224170.0;67.0;370830.0;23.0;205350.0;12.9;Высокая прибыль;114565;4.0;8.0;звонки были;4+;18;Бойцов Иван;Бойцов Иван;Trade-In на новый;77.0;1400000.0;20000.0;1577778.0;1;Бойцов Иван;Бойцов Иван;1;1;False;True;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
Z94CB41BBGR366754;Avangard Приморский;Kia;Rio;2016;144800;Хорошее (B);B;True;<1 млн ₽;25.0;8.0;990000.0;95.0;;;;;;852100.0;82.0;137900.0;14.0;80193.0;8.1;Высокая прибыль;183115;2.0;2.0;звонки были;4;33;Жиганов Василий;Жиганов Василий;Trade-In;81.0;824200.0;20000.0;938000.0;1;Жиганов Василий;Жиганов Василий;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
XW8ED45J2DK553122;Avangard Приморский;Skoda;Fabia;2012;126322;Среднее (C);C;True;<1 млн ₽;36.0;28.0;690000.0;88.0;;;;;;466000.0;59.0;224000.0;32.0;129875.0;18.8;Высокая прибыль;145543;5.0;6.0;звонки были;4;19;Вырышев Максим;Вырышев Максим;Trade-In на новый;63.0;475000.0;20000.0;550000.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
XWEB3512BL0009997;Avangard Приморский;Kia;Picanto;2020;20302;Среднее (C);C;True;1–2 млн ₽;33.0;26.0;1471000.0;92.0;;;;;;1092900.0;68.0;378100.0;26.0;228553.0;15.5;Высокая прибыль;72150;0.0;4.0;звонки были;3+;15;Бойцов Иван;Бойцов Иван;Trade-In на новый;75.0;1070000.0;20000.0;1211111.0;1;Бойцов Иван;Бойцов Иван;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
XWEKU811DFC009490;Avangard Приморский;Kia;Sorento;2015;130663;Среднее (C);C;True;1–2 млн ₽;66.0;52.0;1629000.0;86.0;;;;;;1125600.0;60.0;503400.0;31.0;254642.0;15.6;Высокая прибыль;174042;5.0;17.0;звонки были;4;16;Симаньков Артем;Симаньков Артем;Trade-In на новый;68.0;1200000.0;20000.0;1355556.0;1;Симаньков Артем;Симаньков Артем;1;1;False;True;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
XW8ZZZCKZNG001599;Avangard Приморский;Volkswagen;Polo;2021;69158;Хорошее (B);B;True;1–2 млн ₽;15.0;7.0;1595000.0;95.0;;;;;;1362900.0;81.0;232100.0;15.0;142232.0;8.9;Высокая прибыль;94313;2.0;2.0;звонки были;4+;24;Вырышев Максим;Вырышев Максим;Trade-In на новый;83.0;1360000.0;20000.0;1533333.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;False;False;False;True;False;False;True;False;False;False;False;False;4;Средний;"ниже рынка; ниже рынка ≤7 дней"
Z6FBXXESWBFS34978;Avangard Приморский;Ford;Explorer;2015;118740;Среднее (C);C;True;2–3 млн ₽;10.0;1.0;2057000.0;97.0;;;;;;1589000.0;75.0;468000.0;23.0;318953.0;15.5;Высокая прибыль;192679;;;нет данных;3+;23;Вырышев Максим;Вырышев Максим;Trade-In на новый;75.0;1600000.0;20000.0;1744444.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;False;False;True;True;False;False;True;False;False;False;False;False;4;Средний;"нет данных по звонкам; ниже рынка; ниже рынка ≤7 дней"
XWFGT5GT1E0000157;Avangard Приморский;Opel;Insignia;2013;210390;Плохое (D);D;True;<1 млн ₽;23.0;0.0;645000.0;64.0;;;;;;584000.0;58.0;61000.0;9.0;34043.0;5.3;Средняя прибыль;188300;;;нет данных;2;34;Вырышев Максим;Вырышев Максим;Trade-In на новый;52.0;600000.0;20000.0;688889.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;True;False;True;True;True;True;True;False;False;False;False;False;10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней"
LS4ASE2E9PA317415;Avangard Приморский;Changan;CS55 Plus;2023;46888;Хорошее (B);B;True;1–2 млн ₽;35.0;26.0;1954000.0;93.0;;;;;;1708200.0;81.0;245800.0;13.0;118043.0;6.0;Средняя прибыль;53273;1.0;1.0;звонки были;3-;;Параничев Андрей;Параничев Андрей;Trade-In на новый;85.0;1667500.0;20000.0;1875000.0;1;Параничев Андрей;Параничев Андрей;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
LS4ASE2A4PJ104353;Avangard Приморский;Changan;CS95;2023;48876;Хорошее (B);B;True;2–3 млн ₽;47.0;33.0;2741000.0;91.0;;;;;;2611661.0;87.0;129339.0;5.0;-11434.0;-0.4;Убыток;43980;3.0;5.0;звонки были;3-;20;Жиганов Василий;Жиганов Василий;Trade-In;87.0;2500000.0;20000.0;2800000.0;1;Жиганов Василий;Жиганов Василий;1;1;False;True;False;False;False;True;False;False;False;False;False;False;True;False;4;Средний;"ниже рынка; GM2<0"
L6T7852DXPD066273;Avangard Приморский;Geely;Tugella;2023;56449;Среднее (C);C;True;2–3 млн ₽;101.0;100.0;2915000.0;99.0;;;;;;3021100.0;102.0;-106100.0;-4.0;-317929.0;-10.9;Убыток;49508;0.0;5.0;звонки были;4;22;Вырышев Максим;Вырышев Максим;Trade-In на новый;89.0;2700000.0;20000.0;3022222.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;False;False;False;True;False;False;False;False;False;False;True;False;4;Средний;"ниже рынка; GM2<0"
Z94C351BBMR132521;Avangard Приморский;Kia;Rio;2021;67500;Хорошее (B);B;True;1–2 млн ₽;49.0;39.0;1669000.0;90.0;;;;;;1350600.0;73.0;318400.0;19.0;150843.0;9.0;Высокая прибыль;77901;3.0;11.0;звонки были;4;18;Симаньков Артем;Симаньков Артем;Trade-In на новый;81.0;1443400.0;20000.0;1626000.0;1;Симаньков Артем;Симаньков Артем;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
Y4K8722D1NB301661;Avangard Приморский;Geely;Atlas Pro;2022;51300;Хорошее (B);B;True;1–2 млн ₽;22.0;12.0;1972000.0;96.0;;;;;;1621100.0;79.0;350900.0;18.0;217725.0;11.0;Высокая прибыль;70707;1.0;1.0;звонки были;4+;16;;;;;;;;0;;;1;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
Z8NTANZ52GS005987;Avangard Приморский;Nissan;Murano;2018;83150;Хорошее (B);B;True;2–3 млн ₽;16.0;5.0;2790000.0;106.0;;;;;;2236615.0;85.0;553385.0;20.0;362241.0;13.0;Высокая прибыль;116744;3.0;3.0;звонки были;3;23;Параничев Андрей;Параничев Андрей;Trade-In на новый;80.0;2213800.0;20000.0;2482000.0;1;Параничев Андрей;Параничев Андрей;1;1;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0;Низкий;
WDC2511221A149889;Avangard Приморский;Mercedes-Benz;R-Класс;2012;305521;Среднее (C);C;True;1–2 млн ₽;53.0;0.0;1040000.0;56.0;;;;;;1035390.0;56.0;4610.0;0.0;-27725.0;-2.7;Убыток;312245;;;нет данных;1-;;Жиганов Василий;Жиганов Василий;Trade-In;73.0;1050000.0;20000.0;1188889.0;1;Жиганов Василий;Жиганов Василий;1;1;False;True;True;False;True;True;True;True;True;False;False;False;True;False;12;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней; GM2<0"
XWEMB81ADN0000212;Avangard Приморский;Genesis;GV70;2021;105091;Среднее (C);C;True;3–5 млн ₽;28.0;16.0;4479000.0;99.0;;;;;;3321100.0;73.0;1157900.0;26.0;750055.0;16.7;Высокая прибыль;73772;2.0;2.0;звонки были;2+;27;;;;;;;;0;;;1;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
XZGFF06A8PA625096;Avangard Приморский;Haval;F7x;2023;44750;Среднее (C);C;True;2–3 млн ₽;46.0;46.0;2177000.0;92.0;;;;;;1893400.0;80.0;283600.0;13.0;110729.0;5.1;Средняя прибыль;48813;5.0;9.0;звонки были;4;19;Бойцов Иван;Бойцов Иван;Trade-In на новый;80.0;1850000.0;20000.0;2077778.0;1;Бойцов Иван;Бойцов Иван;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
X9FLXXEEBLCY62283;Avangard Приморский;Ford;Focus;2012;246768;Плохое (D);D;True;<1 млн ₽;23.0;0.0;390000.0;52.0;;;;;;359000.0;48.0;31000.0;8.0;15779.0;4.0;Низкая прибыль;230466;;;нет данных;3;22;Параничев Андрей;Параничев Андрей;Trade-In на новый;72.0;484900.0;20000.0;561000.0;1;Параничев Андрей;Параничев Андрей;1;1;False;True;True;False;True;True;True;True;True;False;False;False;False;False;10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней"
Y4K8622Z4MB911342;Avangard Приморский;Geely;Coolray;2021;138357;Среднее (C);C;True;1–2 млн ₽;43.0;31.0;1388000.0;90.0;;;;;;1031700.0;67.0;356300.0;26.0;192777.0;13.9;Высокая прибыль;76847;3.0;6.0;звонки были;4+;22;Жиганов Василий;Жиганов Василий;Trade-In;81.0;1100000.0;20000.0;1244444.0;1;Жиганов Василий;Жиганов Василий;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
Z6FDXXEECDGA14209;Avangard Приморский;Ford;Mondeo;2016;66494;Среднее (C);C;True;1–2 млн ₽;37.0;34.0;1589000.0;96.0;;;;;;1183618.0;72.0;405382.0;26.0;220171.0;13.9;Высокая прибыль;179876;25.0;36.0;звонки были;3;38;;;;;;;;0;;;1;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
LB37852D6PS210143;Avangard Приморский;Geely;Monjaro;2023;32956;Отличное (A);A;True;3–5 млн ₽;25.0;26.0;3450000.0;99.0;;;;;;;;;;;;;46095;1.0;1.0;звонки были;5-;17;;;;;;;;0;;;1;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
LB3F31039RG042467;Avangard Приморский;Geely;Emgrand;2024;8800;Отличное (A);A;True;1–2 млн ₽;42.0;43.0;1749000.0;93.0;;;;;;;;;;;;;46720;1.0;2.0;звонки были;2-;;;;;;;;;0;;;1;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
LB3FX1S66PB096654;Avangard Приморский;Geely;Atlas;2023;13753;Отличное (A);A;True;3–5 млн ₽;40.0;41.0;3049990.0;102.0;;;;;;;;;;;;;37736;0.0;1.0;звонки были;4+;15;;;;;;;;0;;;1;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;Низкий;
XW8AT2NH8LK114363;Avangard Приморский;Skoda;Rapid;2019;202802;Среднее (C);C;True;1–2 млн ₽;40.0;36.0;1100000.0;96.0;;;;;;871100.0;76.0;228900.0;21.0;121182.0;11.0;Высокая прибыль;94658;1.0;3.0;звонки были;4+;18;Бойцов Иван;Бойцов Иван;Trade-In на новый;82.0;900000.0;20000.0;1022222.0;1;Бойцов Иван;Бойцов Иван;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
LMELBL1P2NRC09415;Avangard Приморский;Skywell;ET5;2023;40;Отличное (A);A;True;2–3 млн ₽;29.0;29.0;2490000.0;97.0;;;;;;;;;;;;;29196;0.0;2.0;звонки были;1+;;;;;;;;;0;;;1;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
XW7R13FV80S022768;Avangard Приморский;Toyota;RAV4;2021;87549;Хорошее (B);B;True;3–5 млн ₽;60.0;56.0;3496000.0;90.0;;;;;;3005355.0;77.0;490645.0;14.0;183655.0;5.3;Средняя прибыль;98967;4.0;18.0;звонки были;4;14;;;;;;;;0;;;1;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
SJNFAAJ10U2694312;Avangard Приморский;Nissan;Qashqai;2012;140806;Хорошее (B);B;True;<1 млн ₽;40.0;24.0;875000.0;85.0;;;;;;722900.0;70.0;152100.0;17.0;78562.0;9.0;Высокая прибыль;165852;1.0;2.0;звонки были;3;38;Параничев Андрей;Параничев Андрей;Trade-In на новый;82.0;765840.0;20000.0;893000.0;1;Параничев Андрей;Параничев Андрей;1;1;False;True;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
WAUZZZF45MN005390;Avangard Приморский;Audi;A4;2020;154621;Отличное (A);A;True;2–3 млн ₽;25.0;22.0;2795000.0;98.0;;;;;;2275400.0;80.0;519600.0;19.0;317240.0;11.4;Высокая прибыль;68281;0.0;0.0;0 звонков;1;;Вырышев Максим;Вырышев Максим;Trade-In на новый;90.0;2250000.0;20000.0;2522222.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;False;True;False;True;False;False;False;False;False;False;False;False;4;Средний;"0 звонков; ниже рынка"
SJNFBAJ11U1147493;Avangard Приморский;Nissan;Qashqai;2014;112943;Среднее (C);C;True;1–2 млн ₽;39.0;35.0;1282000.0;87.0;;;;;;972900.0;66.0;309100.0;24.0;170711.0;13.3;Высокая прибыль;170901;1.0;3.0;звонки были;3+;29;Вырышев Максим;Вырышев Максим;Trade-In на новый;67.0;970000.0;20000.0;1133333.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
XZGFE04A5NA827588;Avangard Приморский;Haval;Jolion;2022;25195;Хорошее (B);B;True;1–2 млн ₽;33.0;27.0;1895000.0;104.0;;;;;;1571100.0;86.0;323900.0;17.0;177796.0;9.4;Высокая прибыль;53738;1.0;2.0;звонки были;4+;14;Симаньков Артем;Симаньков Артем;Trade-In на БУ;77.0;1519900.0;20000.0;1711000.0;1;Симаньков Артем;Симаньков Артем;1;1;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0;Низкий;
TSMLYD21S00512153;Avangard Приморский;Suzuki;Vitara;2018;179894;Не указано;Не указано;True;1–2 млн ₽;44.0;37.0;1253000.0;98.0;;;;;;1122900.0;88.0;130100.0;10.0;44388.0;3.5;Низкая прибыль;124146;0.0;1.0;звонки были;;;;;;;;;;0;;;1;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
